,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
36622,5yDWNMFglisReWoTykOTRg,"3502 Monroe St
Dudgeon-Monroe
Madison, WI 53711","{'Tuesday': {'close': '00:00', 'open': '11:00'}, 'Friday': {'close': '01:00', 'open': '11:00'}, 'Wednesday': {'close': '00:00', 'open': '11:00'}, 'Thursday': {'close': '00:00', 'open': '11:00'}, 'Sunday': {'close': '00:00', 'open': '11:00'}, 'Saturday': {'close': '01:00', 'open': '11:00'}}",True,"['American (New)', 'Restaurants']",Madison,66,Gates & Brovi,['Dudgeon-Monroe'],-89.435789,WI,3.5,43.052916,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
36672,aoX3vYKQZI3ezBKcLQA_jA,"4580 W Sahara Ave
Westside
Las Vegas, NV 89102",{},True,"['Thrift Stores', 'Shopping']",Las Vegas,11,Goodwill,['Westside'],-115.203185,NV,3.0,36.145351,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
36884,wOL5PrOe0yG0wWz7aAEoXQ,"3373 E Queen Creek Rd
Gilbert, AZ 85297",{},True,"['Mexican', 'Restaurants']",Gilbert,45,Gordo's Mexican Food,[],-111.7167354,AZ,3.0,33.2627025,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
36922,BJ7ugrrEh-TXImFRiJ3fvA,"N Ironwood Rd
Mesa, AZ 85212","{'Sunday': {'close': '14:00', 'open': '09:00'}, 'Saturday': {'close': '14:00', 'open': '09:00'}, 'Thursday': {'close': '22:00', 'open': '16:00'}}",True,"['Active Life', 'Amusement Parks']",Mesa,3,ET MOTOPARK,[],-111.564005613327,AZ,4.0,33.3141134352932,{'Good for Kids': True},business
37021,4_KQfG6h4BstcMDNRtnxdg,"2121 W Guadalupe Rd
Mesa, AZ 85202","{'Monday': {'close': '19:00', 'open': '08:30'}, 'Tuesday': {'close': '19:00', 'open': '08:30'}, 'Friday': {'close': '20:00', 'open': '08:30'}, 'Wednesday': {'close': '19:00', 'open': '08:30'}, 'Thursday': {'close': '19:00', 'open': '08:30'}, 'Sunday': {'close': '18:00', 'open': '08:30'}, 'Saturday': {'close': '20:00', 'open': '08:30'}}",True,"['Filipino', 'Restaurants']",Mesa,23,Manila Sunrise Gourmet,[],-111.879185703021,AZ,3.5,33.3633210325285,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
37025,gyrHlxgsxo9PIpyXGQq8Cg,"2222 E Highland Ave
Ste 300
Phoenix, AZ 85016",{},True,"['Doctors', 'Orthopedists', 'Health & Medical']",Phoenix,4,"Christopher Huston, MD - TOCA",[],-112.0335679,AZ,1.0,33.5063676,{'By Appointment Only': True},business
37151,969H56ate3CpygMZxfioDQ,"1445 W Southren Ave
Ste 2006
Mesa, AZ 85202",{},True,"['Hair Salons', 'Hair Stylists', 'Beauty & Spas']",Mesa,6,International Academy of Hair Design,[],-111.86058,AZ,4.0,33.3892,"{'Accepts Credit Cards': True, 'Price Range': 1}",business
37172,VL6ORdoe2aDo6Ys9w_Kdxw,"7555 E Eagle Crest Dr
Mesa, AZ 85207",{},True,"['American (New)', 'Restaurants']",Mesa,4,The Patio At Las Sendas Golf Club,[],-111.6708827,AZ,3.0,33.4890398,"{'Take-out': False, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'loud', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
37288,v3XQ7M0Tdm_HRmQBjOBU4w,"1750 S Rainbow Blvd
Ste 14
Westside
Las Vegas, NV 89146","{'Tuesday': {'close': '17:00', 'open': '08:00'}, 'Friday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}}",True,"['Local Services', 'Printing Services']",Las Vegas,10,HikePrint,['Westside'],-115.2423672,NV,4.5,36.1527867,{'Accepts Credit Cards': True},business
37380,3CxQQYavDnLI5zHUnmTyow,"Chandler, AZ 85224",{},True,"['Local Services', 'Carpet Cleaning']",Chandler,9,Carpet Kingdom,[],-111.8747445,AZ,4.5,33.3260297,{'Accepts Credit Cards': False},business
37684,yRE7ejY68bYBYvDxp1zXMg,"5447 S Rainbow Blvd
Ste E6
Spring Valley
Las Vegas, NV 89118","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '16:30'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",True,"['Food Delivery Services', 'Food', 'Restaurants', 'Sandwiches', 'Pizza', 'Italian']",Las Vegas,15,Pizzalicious,['Spring Valley'],-115.2438503,NV,4.0,36.0899451,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Takes Reservations': False, 'Delivery': True, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
37786,hH1LPiHDueU27kWO1X8dVQ,"1272 S Park St
Bay Creek
Madison, WI 53715","{'Monday': {'close': '20:00', 'open': '10:30'}, 'Tuesday': {'close': '20:00', 'open': '10:30'}, 'Friday': {'close': '21:00', 'open': '10:30'}, 'Wednesday': {'close': '20:00', 'open': '10:30'}, 'Thursday': {'close': '20:00', 'open': '10:30'}, 'Sunday': {'close': '20:00', 'open': '09:00'}, 'Saturday': {'close': '21:00', 'open': '08:00'}}",True,"['Filipino', 'Restaurants']",Madison,37,Mabuhay Philippine Cuisine,['Bay Creek'],-89.3958811,WI,3.5,43.0531664,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
37995,ygxnaDJvt0LnqwPD2NDpiw,"1400 S Dobson Rd
Mesa, AZ 85202","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Health & Medical', 'Hospitals']",Mesa,4,Cardon Children's Medical Center,[],-111.876381,AZ,3.0,33.3909742,{'By Appointment Only': True},business
38090,rjtX4T3DwAQqprRg8TXaLw,"6-7 High Street
South Queensferry EH30 9PP",{},True,"['Food', 'Desserts', 'Coffee & Tea', 'Ice Cream & Frozen Yogurt']",South Queensferry,14,Scotts South Queensferry,[],-3.3962843,EDH,4.0,55.9902584,"{'Parking': {'garage': False, 'street': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wi-Fi': 'no', 'Outdoor Seating': False, 'Price Range': 2}",business
38149,t80qleqEIqIyekB95IrAOA,"13623 N 32nd St
Phoenix, AZ 85032","{'Monday': {'close': '14:00', 'open': '06:30'}, 'Tuesday': {'close': '14:00', 'open': '06:30'}, 'Friday': {'close': '14:00', 'open': '06:30'}, 'Wednesday': {'close': '14:00', 'open': '06:30'}, 'Thursday': {'close': '14:00', 'open': '06:30'}, 'Sunday': {'close': '14:00', 'open': '06:30'}, 'Saturday': {'close': '14:00', 'open': '06:30'}}",True,"['Breakfast & Brunch', 'Cafes', 'Restaurants']",Phoenix,209,Original Breakfast House,[],-112.013072,AZ,4.5,33.610554,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
38176,RSTKhE2C2RaWTsEJ3ULvKw,"7215 S Power Rd
Ste 107
Queen Creek, AZ 85142","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",True,"['Steakhouses', 'American (New)', 'Restaurants']",Queen Creek,39,Wild Side Grill,[],-111.6863001,AZ,3.0,33.2880227,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
38183,leEhsPA6NKRZ0CAKdmJwWQ,"2450 Hampton Rd
Anthem
Henderson, NV 89052","{'Monday': {'close': '22:00', 'open': '16:00'}, 'Tuesday': {'close': '15:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '17:00'}, 'Wednesday': {'close': '15:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '17:00'}, 'Sunday': {'close': '21:00', 'open': '17:00'}, 'Saturday': {'close': '22:00', 'open': '17:00'}}",True,"['American (New)', 'Restaurants']",Henderson,46,Vic's,['Anthem'],-115.095663,NV,3.5,35.955563,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 2}",business
38204,mBEBwu-SIaB8YvUawhBUCA,"1516 S Las Vegas Blvd
Downtown
Las Vegas, NV 89104","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '01:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '01:00', 'open': '11:00'}}",False,"['Hot Dogs', 'Mexican', 'Restaurants']",Las Vegas,7,Felix Hot Dog Taco Shop,['Downtown'],-115.1519918,NV,4.5,36.1524766,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'loud', 'Takes Reservations': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
38235,vlnfFdzwJwXcc9Tbsg23-A,"4500 E Sunset Rd
Unit 10
Henderson, NV 89014","{'Monday': {'close': '23:00', 'open': '09:30'}, 'Tuesday': {'close': '23:00', 'open': '09:30'}, 'Friday': {'close': '23:00', 'open': '09:30'}, 'Wednesday': {'close': '23:00', 'open': '09:30'}, 'Thursday': {'close': '23:00', 'open': '09:30'}, 'Sunday': {'close': '23:00', 'open': '09:30'}, 'Saturday': {'close': '23:00', 'open': '09:30'}}",True,"['Arts & Entertainment', 'Cinema']",Henderson,333,Galaxy Theatres Green Valley,[],-115.076557393358,NV,4.5,36.0719076186607,{'Good for Kids': True},business
38427,-3q-QwRwc8URQa5bmt96Cw,"1206 E. Warner Rd
Gilbert, AZ 85296","{'Friday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '12:00', 'open': '09:00'}, 'Monday': {'close': '21:00', 'open': '09:00'}, 'Wednesday': {'close': '21:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}}",True,"['Skin Care', 'Hair Removal', 'Beauty & Spas']",Gilbert,3,The Skin Bar at Bloom Studios,[],-111.7640213,AZ,5.0,33.3362305,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
38549,RvosS7L1zBKFzLSYhCbiow,"1320 W Elliot Rd
Ste 102
Tempe, AZ 85284","{'Monday': {'close': '20:00', 'open': '10:00'}, 'Tuesday': {'close': '20:00', 'open': '10:00'}, 'Friday': {'close': '20:00', 'open': '10:00'}, 'Wednesday': {'close': '20:00', 'open': '10:00'}, 'Thursday': {'close': '20:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '10:30'}, 'Saturday': {'close': '20:00', 'open': '10:00'}}",True,"['Mexican', 'Restaurants']",Tempe,107,Tortilla Fish,[],-111.960074561485,AZ,4.5,33.3495946375712,"{'Take-out': True, 'Wi-Fi': 'free', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Has TV': False, 'Delivery': False, 'Dogs Allowed': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
38646,eqnl9R6-ldVTSXSvfbzXRA,"2696 W Ann Rd
Ste 107
North Las Vegas, NV 89031","{'Monday': {'close': '19:00', 'open': '09:00'}, 'Tuesday': {'close': '19:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Wednesday': {'close': '19:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Saturday': {'close': '19:00', 'open': '09:00'}}",True,"['Barbers', 'Beauty & Spas']",North Las Vegas,9,5 Star Barbershop,[],-115.1781762,NV,4.5,36.2621133,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
38693,MuJ2fcS3r8Qk0Nbq3UerQw,"3800 E Sky Harbor Blvd
Phoenix, AZ 85034",{},True,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",Phoenix,5,La Madeleine Country French Cafe,[],-111.9978273,AZ,2.5,33.4352284,"{'Take-out': True, 'Takes Reservations': False, 'Delivery': False, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': False, 'Price Range': 1}",business
38777,BFoVZdxbTDP95OkvSnTNbA,"7810 W Ann Rd
Ste 130
Northwest
Las Vegas, NV 89149","{'Monday': {'close': '19:00', 'open': '09:30'}, 'Tuesday': {'close': '19:00', 'open': '09:30'}, 'Friday': {'close': '19:00', 'open': '09:30'}, 'Wednesday': {'close': '19:00', 'open': '09:30'}, 'Thursday': {'close': '19:00', 'open': '09:30'}, 'Sunday': {'close': '17:00', 'open': '10:00'}, 'Saturday': {'close': '18:00', 'open': '09:30'}}",True,"['Beauty & Spas', 'Nail Salons']",Las Vegas,17,Nail Bar LLC,"['Northwest', 'Centennial']",-115.2659902,NV,4.5,36.263859,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
38786,_-D3uJ9hgfTnN9jPD7m3oA,"2032 W tuckey Ln
Phoenix, AZ 85015",{},True,"['Movers', 'Home Services']",Phoenix,4,Oscar Movers,[],-112.0740373,AZ,2.5,33.4483771,{'Accepts Credit Cards': False},business
38790,cQwP9q79IJbYvOu5d1ReNQ,"1910 S Priest Dr
Ste 101
Tempe, AZ 85281","{'Monday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '16:00', 'open': '10:00'}}",True,"['Local Services', 'Dry Cleaning & Laundry', 'Sewing & Alterations']",Tempe,3,30 Minute Alterations & Cleaning LLC,[],-111.961197,AZ,5.0,33.408054,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': False, 'Wi-Fi': 'free', 'Price Range': 1}",business
39075,13JSeg330MA5sNhgKzRKMw,"4200 S Valley View
1045K
Las Vegas, NV 89109","{'Monday': {'close': '02:00', 'open': '07:00'}, 'Tuesday': {'close': '02:00', 'open': '07:00'}, 'Friday': {'close': '02:00', 'open': '07:00'}, 'Wednesday': {'close': '02:00', 'open': '07:00'}, 'Thursday': {'close': '02:00', 'open': '07:00'}, 'Sunday': {'close': '02:00', 'open': '07:00'}, 'Saturday': {'close': '02:00', 'open': '07:00'}}",True,"['Event Planning & Services', 'Party & Event Planning']",Las Vegas,25,TavosList,[],-115.1867353,NV,5.0,36.1134662,"{'Ages Allowed': '21plus', 'Good For Dancing': True, 'Has TV': False, 'Accepts Credit Cards': True, 'Good For Groups': True, 'Price Range': 1}",business
